Company,City,Country,Industry,Investor,Last Valuation,Unicorn
ConsortiEX,Milwaukee,United States,Health Care,National Science Foundation,10000000,0
Netki,Canoga Park,United States,Computer,Digital Currency Group,10000000,0
BeAlive,Midland,United States,Advertising,Kittycat Capital,10000000,0
MeetMindful,Denver,United States,Consumer,Techstars,10000000,0
CoEdition,New York,United States,E-Commerce,General Catalyst,10000000,0
Urbix Resources,Mesa,United States,Advanced Materials,Startup Studio Monterrey,10000000,0
Ask Lorem,New York,United States,Digital Marketing,Techstars,10000000,0
Medal,San Francisco,United States,Health Care,DN Capital,10000000,0
Signal Laboratories,Menlo Park,United States,Internet,DCVC,10000000,0
eCaring Home Care Software,Boston,United States,Elderly,Ascent Biomedical Ventures,10000000,0
Digitzs,Santa Monica,United States,Digital Media,Rainmakers,10000000,0
WiSilica,Laguna Hills,United States,Communications Infrastructure,FIRSTFLOOR CAPITAL,10000000,0
SecureSet,Denver,United States,Cyber Security,Service Provider Capital,10000000,0
Disco,San Francisco,United States,Developer Tools,500 Global,10000000,0
Masse,New York,United States,Retail,New Enterprise Associates,10000000,0
Siris Medical,Redwood City,United States,Artificial Intelligence,Alumni Ventures,10000000,0
Klangoo,Hoboken,United States,Analytics,Middle East Venture Partners (MEVP),10000000,0
Palarum,Lebanon,United States,Health Care,,10000000,0
FUSAR,Kearny,United States,Consumer Electronics,SeedInvest,10000000,0
NimbeLink,Plymouth,United States,Cyber Security,First Analysis,10000000,0
EDGe Surgical,Chicago,United States,Computer,,10000000,0
ATFX,Cornhill,United Kingdom,Health Care,Solas BioVentures,10000000,0
Revon Systems,Crestwood,United States,Digital Signage,Keyhorse Capital (KSTC),10000000,0
Ten Percent Happier,Boston,United States,Education,Techstars,10000000,0
Seneca Systems,Redwood City,United States,Government,Y Combinator,10000000,0
AnTolRx,Cambridge,United States,Biotechnology,JDRF (The Juvenile Diabetes Research Foundation),10000000,0
SnappyData,Portland,United States,Analytics,Pivotal,10000000,0
PowerSphyr,Danville,United States,Power Grid,Faurecia,10000000,0
Curisium,Manhattan Beach,United States,Blockchain,New Enterprise Associates,10000000,0
Blockspring,San Francisco,United States,Enterprise Software,Andreessen Horowitz,10000000,0
Prominex,San Diego,United States,Biotechnology,Casdin Capital,10000000,0
Diamond Orthopedic,Charlotte,United States,Clinical Trials,MagnaSci Fund,10000000,0
eCare Vault,Boston,United States,Education,EduLab Capital Partners,10000000,0
Wellnicity,Austin,United States,Fitness,Capstar Partners,10000000,0
Sweet,Detroit,United States,Mobile,Techstars,10000000,0
Metamason,Los Angeles,United States,3D Printing,Asimov Ventures,10000000,0
Crowded,New York,United States,Human Resources,ARC Angel Fund,10000000,0
Inbox Messenger,New York,United States,Communications Infrastructure,TechLaunch,10000000,0
Clearsurance,North Andover,United States,Auto Insurance,Davis Capital Partners,10000000,0
Spot Tech,San Francisco,United States,Leisure,SV Angel,10000000,0
OptiKira,Cleveland,United States,Eyewear,,10000000,0
Gamezone,San Jose,United States,Gaming,James Parker,10000000,0
Terzo Power Systems,El Dorado Hills,United States,Electronics,Sacramento Angels,10000000,0
Attila,Columbia,United States,Information Services,TEDCO,10000000,0
Mirata Pharmaceuticals,Plymouth Meeting,United States,Biotechnology,JMCR Partners,10000000,0
Alchemy IoT,Lafayette,United States,Predictive Analytics,Aweida Venture Partners,10000000,0
Amper Music,New York,United States,Artificial Intelligence,Techstars,10000000,0
ArthroMeda,Lowell,United States,Hardware,Edgar Jannotta,10000000,0
Noa Botanicals,Honolulu,United States,Cannabis,,10000000,0
Soundwall,Broomfield,United States,Art,BlueRun Ventures,10000000,0
FRST,Chicago,United States,Financial Services,CMT Digital Ventures,10000000,0
Bringhub,Los Angeles,United States,Ad Targeting,Forbes Media,10000000,0
United Bus Technology,Mclean,United States,Information Technology,Founder Friendly Labs,10000000,0
Bloodbuy,Dallas,United States,Health Care,Premier,10000000,0
SalesWise,Atlanta,United States,CRM,Western Technology Investment,10000000,0
PatientWisdom,New Haven,United States,Health Care,OCA Ventures,10000000,0
Wearhaus,Berkeley,United States,Audio,Highway1,10000000,0
Vetted PetCare,Los Angeles,United States,Health Care,Alumni Ventures,10000000,0
AreaMetrics,Seattle,United States,Analytics,Social Starts,10000000,0
Carlease,Chicago,United States,Automotive,Lightbank,10000000,0
TL Biolabs,Santa Clara,United States,Software,Andreessen Horowitz,10000000,0
Intello,New York,United States,Analytics,Edward Lando,10000000,0
Twist Home,New York,United States,Consumer Electronics,Techstars,10000000,0
Xagent,Reston,United States,Finance,World Insurance Associates,10000000,0
ONEDOME,San Francisco,United States,Digital Entertainment,Band of Angels,10000000,0
MouSensor,New York,United States,Biotechnology,New York Ventures,10000000,0
Delvv,Palo Alto,United States,Mobile,,10000000,0
SMA Hub,Lake Oswego,United States,Angel Investment,,10000000,0
Episona,Pasadena,United States,Biotechnology,Pasadena Angels,10000000,0
DoseOptics,Lebanon,United States,Health Care,National Institutes of Health,10000000,0
Data Council,Jacksonville,United States,Information Services,,10000000,0
Smilo,Wayland,United States,Baby,Norwest Venture Partners,10000000,0
Rheo,San Francisco,United States,Apps,Social Starts,10300000,0
Soteria,North Charleston,United States,Consulting,,11000000,0
StatSocial,New York,United States,Analytics,Bantam Group,11250000,0
ensa,New York,United States,Fitness,,11750000,0
Josh.ai,Denver,United States,Artificial Intelligence,,12000000,0
OpenBazaar,Washington,United States,Bitcoin,Digital Currency Group,12000000,0
Cellective BioTherapy,Raleigh,United States,Biotechnology,Sofinnova Investments,12500000,0
Superside,Palo Alto,United States,CRM,Slack,15000000,0
Automation Hero,San Francisco,United States,Artificial Intelligence,Cherry Ventures,15000000,0
Caption Health,Brisbane,United States,Artificial Intelligence,National Science Foundation,15000000,0
Wrench,Seattle,United States,Customer Service,Alumni Ventures,15000000,0
SoloLearn,San Francisco,United States,E-Learning,Prosus Ventures,15000000,0
Stacks,New York,United States,Apps,Digital Currency Group,15000000,0
Pear Deck,Iowa City,United States,Education,Village Capital,15000000,0
CloudZero,Boston,United States,Cloud Computing,Matrix Partners,15000000,0
MODE,San Mateo,United States,Enterprise,Global Brain Corporation,15000000,0
Invicta Medical,Santa Clara,United States,Health Care,Eclipse Ventures,15000000,0
Joveo,Menlo Park,United States,Advertising,Nexus Venture Partners,15000000,0
Prime Roots,Berkeley,United States,Food and Beverage,IndieBio,15000000,0
Moment,Seattle,United States,Internet,Lux Capital,15000000,0
Tracksmith,Wellesley,United States,E-Commerce,Dwight Funding,15000000,0
HLTH,New York,United States,Event Promotion,Primary Venture Partners,15000000,0
codeSpark,Pasadena,United States,Children,Kapor Capital,15000000,0
Asimov,Boston,United States,Biotechnology,Andreessen Horowitz,15000000,0
Trilio,Framingham,United States,Cloud Computing,Avidbank,15000000,0
Woven,Mountain View,United States,Events,Amplify Partners,15000000,0
Apptegy,Little Rock,United States,Developer APIs,Five Elms Capital,15000000,0
MacroFab,Houston,United States,Electronics,Texas HALO Fund,15000000,0
BrainCo,Somerville,United States,Biotechnology,MassChallenge,15000000,0
Promaxo,Oakland,United States,Health Care,Huami,15000000,0
Fixer,Chicago,United States,Home Improvement,Founder Collective,15000000,0
Nectar,Palo Alto,United States,Consumer,Soma Capital,15000000,0
Undercover Colors,Raleigh,United States,Biotechnology,,15000000,0
Scoutible,San Francisco,United States,Big Data,StartX (Stanford-StartX Fund),15000000,0
Motiv,San Francisco,United States,Electronics,SOSV,15000000,0
ClassWallet,Hollywood,United States,Financial Services,Techstars,15000000,0
Link Labs,Annapolis,United States,Information Technology,Blu Venture Investors,15000000,0
IntelinAir,San Jose,United States,Agriculture,National Science Foundation,15000000,0
CARVI,San Francisco,United States,Autonomous Vehicles,Samsung Ventures,15000000,0
Sharper Shape,Palo Alto,United States,Infrastructure,Sterlite Power,15000000,0
The Dodo,New York,United States,Digital Media,SoftBank,15000000,0
Lucidity,Marina Del Rey,United States,Advertising,Youbi Capital,15000000,0
Wellvana,Nashville,United States,Health Care,Martin Ventures,15000000,0
Nebula Genomics,San Francisco,United States,Biotechnology,Mirae Asset,15000000,0
Omniex,San Francisco,United States,Blockchain,Digital Currency Group,15000000,0
Silvernest,Boulder,United States,Real Estate,500 Global,15000000,0
FreeAgent CRM,Campbell,United States,CRM,BlueRun Ventures,15000000,0
LoftSmart,New York,United States,Communities,FJ Labs,15000000,0
flexEngage,Orlando,United States,Analytics,Y Combinator,15000000,0
TrueData,Los Angeles,United States,Ad Targeting,Experian,15000000,0
Amino Payments,Philadelphia,United States,Blockchain,Western Technology Investment,15000000,0
SpotAngels,San Francisco,United States,Mapping Services,Y Combinator,15000000,0
LEAF,Boulder,United States,Cannabis,SeedInvest,15000000,0
Cubcoats,Los Angeles,United States,Fashion,Dreamers VC,15000000,0
Tablelist,Boston,United States,Concerts,Chang Corporation,15000000,0
DUFL,Tempe,United States,Laundry and Dry-cleaning,,15000000,0
FirstBlood,Boston,United States,Internet,DCU FinTech Innovation Center,15000000,0
Admiral,Gainesville,United States,Advertising,Mosley Ventures,15000000,0
Doctible,San Diego,United States,Health Care,SeedInvest,15000000,0
Funding U,Atlanta,United States,Education,Valor Ventures,15000000,0
Pacific Light & Hologram,South Pasadena,United States,3D Printing,New Enterprise Associates,15000000,0
Coord,New York,United States,CivicTech,Trucks Venture Capital,15000000,0
ANGLR,Pittsburgh,United States,Consumer,Innovation Works,15000000,0
Sixup,San Francisco,United States,Big Data,Goldman Sachs,15000000,0
Rubica,San Francisco,United States,Cyber Security,Upfront Ventures,15000000,0
Flyp,Boston,United States,Mobile,Structure Capital,15000000,0
Stackery,Portland,United States,Cloud Infrastructure,Techstars,15000000,0
Third Pole,San Francisco,United States,Customer Service,Avenue Capital Group,15000000,0
Owl's Brew,New York,United States,Craft Beer,Connecticut Innovations,15000000,0
BigBox VR,Seattle,United States,Gaming,Pioneer Square Labs,15000000,0
Threatcare,Austin,United States,Cyber Security,Techstars,15000000,0
PactSafe,Indianapolis,United States,Developer APIs,Mercury,15000000,0
FactoryFour,Los Angeles,United States,Manufacturing,500 Global,15000000,0
Lunewave,Tucson,United States,Autonomous Vehicles,National Science Foundation,15000000,0
KEY Concierge,Austin,United States,Leisure,Wavemaker Partners,15000000,0
CarDash,Menlo Park,United States,Automotive,Y Combinator,15000000,0
NarrativeWave,Scottsdale,United States,Analytics,,15000000,0
Cake Technologies,Provo,United States,Apps,Kickstart,15000000,0
Kenzen,Kansas City,United States,Analytics,Gaingels,15000000,0
LiquidSky Software,New York,United States,Cloud Computing,Samsung NEXT,15000000,0
Yonomi,Boulder,United States,Enterprise Software,Allegion,15000000,0
Augment CXM,San Francisco,United States,Artificial Intelligence,Jazz Venture Partners,15000000,0
LumaTax,Seattle,United States,Apps,Madrona,15000000,0
Parrable,Ann Arbor,United States,Big Data,Portfolia,15000000,0
Robby Technologies,Palo Alto,United States,Artificial Intelligence,Horizon Robotics,15000000,0
Shoof Technologies,Sunnyvale,United States,Internet of Things,Plug and Play,15000000,0
Vitagene,San Francisco,United States,Data Mining,Plug and Play,15000000,0
Hu-manity.co,Princeton,United States,Artificial Intelligence,,15000000,0
LifeSite,Mountain View,United States,Internet,Eliot Kang,15000000,0
Beddr Sleep,Mountain View,United States,Health Care,StartX (Stanford-StartX Fund),15000000,0
Taft,Salt Lake City,United States,Customer Service,Fifth Wall,15000000,0
Byte Foods,San Rafael,United States,Electronics,Alchemist Accelerator,15000000,0
Dvdendo,Miami,United States,Financial Services,DILA Capital,15000000,0
Virion Therapeutics,Newark,United States,Biotechnology,Keiretsu Capital,15000000,0
17hats,Los Angeles,United States,Internet,Wavemaker Partners,15000000,0
Rental Beast,Somerville,United States,Big Data,Ian Rountree,15000000,0
Igor,Johnston,United States,Information Services,Evergreen Climate Innovations,15000000,0
Spotlite,Palo Alto,United States,Children,,15000000,0
Tremeau Pharmaceuticals,Cambridge,United States,Clinical Trials,Gurnet Point Capital,15000000,0
RevUp Software,Redwood City,United States,Analytics,Alumni Ventures,15000000,0
ShoCard,Cupertino,United States,Identity Management,Digital Currency Group,15000000,0
Matcherino,Seattle,United States,Crowdfunding,Techstars,15000000,0
WOO Sports,Boston,United States,Hardware,Techstars,15000000,0
ChronWell,Sunrise,United States,Information Services,,15000000,0
Snag-A-Slip,Baltimore,United States,Boating,Abell Foundation,15000000,0
Querium,Austin,United States,Artificial Intelligence,Ingram Content Group,15000000,0
PrimaryIO,Los Altos,United States,Analytics,Accel,15000000,0
Artisense Corporation,Munich,Germany,Artificial Intelligence,Project A Ventures,15000000,0
Mozaic,Chicago,United States,Content Creators,Revolution,15000000,0
VirZoom,Cambridge,United States,Computer,SeedInvest,15000000,0
First Contact Entertainment,Santa Monica,United States,Digital Entertainment,,15000000,0
Volta Networks,Boston,United States,Cloud Computing,Hyperplane Venture Capital,15000000,0
AnswerIQ,Seattle,United States,Artificial Intelligence,Madrona,15000000,0
Zeguro,San Francisco,United States,Cyber Security,Gaingels,15000000,0
uMake,San Francisco,United States,3D Technology,AngelList Talent,15000000,0
Left Hand Robotics,Longmont,United States,Machinery Manufacturing,HCVC,15000000,0
Zen Ecosystems,Costa Mesa,United States,Commercial,CEFC,15000000,0
Mpirik,Milwaukee,United States,Health Care,Seraph Group,15000000,0
Brickwork,New York,United States,E-Commerce,Safeguard Scientifics,15000000,0
Fyde,Palo Alto,United States,Computer,Wells Fargo & Company,15000000,0
Portion,New York,United States,Art,,15000000,0
Well Data Labs,Denver,United States,Energy,Montrose Lane,15000000,0
Mautic,Medford,United States,Cloud Computing,Underscore VC,15000000,0
MLevel,Atlanta,United States,E-Learning,BIP Capital,15000000,0
Wicket Labs,Seattle,United States,Advertising,Madrona,15000000,0
Veracity Industrial Networks,Aliso Viejo,United States,Industrial,Microsemi,15000000,0
Optio3,Seattle,United States,Commercial,McKinstry,15000000,0
Instamotor Technologies,Temecula,United States,Automotive,BEENEXT,15000000,0
Amfora,San Francisco,United States,Agriculture,CSIRO,15000000,0
Kelly Klee,Aspen,United States,Financial Services,Matt Coffin,15000000,0
NarrativeDx,Austin,United States,Analytics,Techstars,15000000,0
United Income,Washington,United States,Finance,Morningstar,15000000,0
Wheelwell,San Francisco,United States,Automotive,iAngels,15000000,0
Raised Real,San Francisco,United States,Baby,Graph Ventures,15000000,0
Aiqudo,Campbell,United States,Apps,Atlantic Bridge,15000000,0
TopOPPS,St. Charles,United States,Analytics,Cultivation Capital,15000000,0
BOU Brands,New York,United States,E-Commerce,25madison,15000000,0
LifeDojo,San Francisco,United States,Health Care,StartUp Health,15000000,0
Ticketure,Seattle,United States,Business Intelligence,Madrona,15000000,0
Synthetic Minds,San Francisco,United States,Intelligent Systems,Y Combinator,15000000,0
Domicile,Seattle,United States,Communities,Madrona,15000000,0
LodgIQ,New York,United States,Artificial Intelligence,Highgate Ventures,15000000,0
Content Analytics,San Francisco,United States,Analytics,Peterson Ventures,15000000,0
Torchlite,Indianapolis,United States,Advertising,Salesforce Ventures,15000000,0
Timyo,Los Angeles,United States,Email,Axel Investments,15000000,0
Safe Catch,Sausalito,United States,Consumer Goods,Echo Capital,15000000,0
Civil,Brooklyn,United States,Journalism,ConsenSys,15000000,0
CareSkore,Mountain View,United States,Analytics,Cota Capital,15000000,0
AIR.TV,Los Angeles,United States,Advertising,Firestartr,15000000,0
Clinicloud,San Francisco,United States,Health Care,Tencent,15000000,0
Home61,Miami,United States,Real Estate,500 Global,15000000,0
WAYV,Los Angeles,United States,B2B,Craft Ventures,15000000,0
Lively,Seattle,United States,Apps,Second Avenue Partners,15000000,0
