Company, Found Date, City, Nation, Industry, Founder, Investor, Total Founding, Company Type, Operating Status, Last Valuation
SQZ Biotech, 2013, Watertown, United States, Biotechnology, Armon Sharei, Temasek Holdings, 229814996, Y, Y, 540000000
Gecko Robotics, 2013, Pittsburgh, United States, Industrial Engineering, Jake Loosararian, Y Combinator, 122300000, Y, Y, 533000000
FLYR Labs, 2013, San Francisco, United States, Air Transportation, Alexander Mans, Cota Capital, 186842686, Y, Y, 510000000
Primer, 2015, San Francisco, United States, Analytics, Sean Gourley, DCVC, 168049995, Y, Y, 505000000
Viome, 2016, Bellevue, United States, Dietary Supplements, John Pinelli, Physician Partners, 169504496, Y, Y, 500000000
Ocrolus, 2014, New York, United States, Banking, John Guerci, Cross River, 126966386, Y, Y, 500000000
Nauto, 2015, Palo Alto, United States, Artificial Intelligence, Frederick Soo, Greylock, 173850000, Y, Y, 500000000
Casma Therapeutics, 2017, Cambridge, United States, Biotechnology, Beth Levine, Mirae Asset, 154870000, Y, Y, 500000000
Sitetracker, 2013, Palo Alto, United States, Cloud Infrastructure, Brett Cupta, Energy Impact Partners, 183000000, Y, Y, 500000000
Light, 2013, Redwood City, United States, Automotive, Dave Grannan, Bessemer Venture Partners, 185700000, Y, Y, 500000000
NEXT Trucking, 2015, El Segundo, United States, Freight Service, Elton Chung, Sequoia Capital, 124100000, Y, Y, 500000000
AppZen, 2012, San Jose, United States, Accounting, Anant Kale, 500 Global, 100600000, Y, Y, 500000000
Corelight, 2013, San Francisco, United States, Analytics, Robin Sommer, National Science Foundation, 159200000, Y, Y, 500000000
Kodiak Robotics, 2018, Mountain View, United States, Autonomous Vehicles, Don Burnette, Horizon Technology Finance, 244900000, Y, Y, 500000000
Plate IQ, 2014, San Francisco, United States, B2B, Bhavuk Kaul, Y Combinator, 164500000, Y, Y, 500000000
OM1, 2015, Boston, United States, Big Data, Rich Gliklich, General Catalyst, 170999997, Y, Y, 500000000
Finch Therapeutics, 2017, Somerville, United States, Biotechnology, Andrew Noh, Susquehanna International Group (SIG), 188799493, Y, Y, 500000000
Mindstrong Health, 2014, Menlo Park, United States, Health Care, Paul Dagum, General Catalyst, 159998000, Y, Y, 500000000
Bigfoot Biomedical, 2014, Milpitas, United States, Artificial Intelligence, Bryan Mazlish, Cormorant Asset Management, 204628488, Y, Y, 500000000
4D Molecular Therapeutics, 2013, Emeryville, United States, Biotechnology, David Kirn, Mirae Asset, 174999995, Y, Y, 500000000
IronNet Cybersecurity, 2014, Mclean, United States, Computer, Brett Williams, Phoenix Insurance Company, 410500000, Y, Y, 500000000
Silk, 2019, Needham, United States, Cloud Infrastructure, Dani Golan, Sequoia Capital, 80000000, Y, Y, 500000000
Senti Biosciences, 2016, South San Francisco, United States, Biotechnology, Jim Collins, National Science Foundation, 215900000, Y, Y, 500000000
ORIC Pharmaceuticals, 2014, South San Francisco, United States, Biotechnology, Charles Sawyers, OrbiMed, 173000000, Y, Y, 500000000
INBRACE, 2014, Irvine, United States, Consumer, Hongsheng Tong, Horizon Technology Finance, 217600000, Y, Y, 500000000
Amylyx Pharmaceuticals, 2014, Cambridge, United States, Biotechnology, Joshua Cohen, Alpha Wave Global, 448451428, Y, Y, 500000000
Codiak Biosciences, 2015, San Francisco, United States, Biotechnology, Eric Lander, Fidelity Management and Research Company, 257400000, Y, Y, 500000000
Ikena Oncology, 2016, Boston, United States, Biotechnology, Mark Manfredi, OrbiMed, 169000000, Y, Y, 500000000
NS8, 2016, Las Vegas, United States, Analytics, Adam Rogas, Lightspeed Venture Partners, 157875000, Y, N, 500000000
Zero Hash, 2015, Chicago, United States, Blockchain, Brian Liston, 500 Global, 169850000, Y, Y, 500000000
Bitwise, 2017, San Francisco, United States, Blockchain, Elad Gil, Blockchain Capital, 84500000, Y, Y, 500000000
Tally, 2015, San Francisco, United States, Credit Cards, Jason Brown, Andreessen Horowitz, 172000000, Y, Y, 500000000
Professional Fighters League, 2017, Washington, United States, Association, Donn Davis, Red Swan Ventures, 203000000, Y, Y, 500000000
Nylas, 2013, San Francisco, United States, Developer APIs, Christine Spang, Tiger Global Management, 175000000, Y, Y, 500000000
Foxtrot, 2013, Chicago, United States, Delivery, Mike LaVitola, Fifth Wall, 166750000, Y, Y, 500000000
Branch, 2015, Minneapolis, United States, Banking, Atif Siddiqi, Techstars, 633120000, Y, Y, 500000000
Automox, 2015, Boulder, United States, Cloud Infrastructure, Jay Prassl, CrowdStrike, 152600000, Y, Y, 500000000
KSQ Therapeutics, 2015, Cambridge, United States, Biopharma, David Sabatini, ARCH Venture Partners, 156000000, Y, Y, 500000000
Manticore Games, 2016, San Mateo, United States, Console Games, Frederic Descamps, Epic Games, 160812151, Y, Y, 500000000
Furie Operating Alaska, 2013, League City, United States, Natural Resources, John Hendrix, Energy Capital Partners, 160000000, Y, Y, 500000000
DeepMap, 2016, Palo Alto, United States, Autonomous Vehicles, James Wu, Andreessen Horowitz, 92000000, Y, Y, 475000000
100 Thieves, 2017, Los Angeles, United States, eSports, Matthew Haag, Sequoia Capital, 120000000, Y, Y, 460000000
Canopy, 2022, Detroit, United States, Artificial Intelligence, Kurt Avarell, New Enterprise Associates, 153033848, Y, Y, 455000000
Nference, 2013, Cambridge, United States, Artificial Intelligence, Murali Aravamudan, Matrix Partners, 152744005, Y, Y, 450000000
Uplift, 2014, Menlo Park, United States, E-Commerce, Brian Barth, Credit Suisse, 689000000, Y, Y, 450000000
Deserve, 2013, Menlo Park, United States, Credit, Kalpesh Kapadia, Cross River, 544200000, Y, Y, 450000000
Nozomi Networks, 2013, San Francisco, United States, Cyber Security, Andrea Carcano, In-Q-Tel, 165999996, Y, Y, 450000000
Adicet Bio, 2014, Redwood City, United States, Biopharma, Aya Jakobovits, Regeneron, 145625000, Y, Y, 450000000
Eight Sleep, 2014, New York, United States, Consumer Electronics, Alexandra Zatarain, SoftBank, 162066621, Y, Y, 450000000
Akouos, 2016, Boston, United States, Biotechnology, Manny Simons, Fidelity Management and Research Company, 137550000, Y, Y, 450000000
Raise, 2013, Chicago, United States, E-Commerce, George Bousis, Alumni Ventures, 147200000, Y, Y, 450000000
Kitchen United, 2017, Pasadena, United States, E-Commerce, Harry Tsao, Kroger, 150000000, Y, Y, 450000000
Cala Health, 2014, Burlingame, United States, Health Care, Kate Rosenbluth, GV, 148300000, Y, Y, 450000000
Kneron, 2015, San Diego, United States, Artificial Intelligence, Albert Liu, Sequoia Capital, 163000000, Y, Y, 450000000
Life House, 2017, New York, United States, Hospitality, Rami Zeidan, Alumni Ventures, 100400000, Y, Y, 450000000
Glowforge, 2014, Seattle, United States, 3D Printing, Dan Shapiro, Foundry Group, 113165000, Y, Y, 450000000
Airspace, 2016, Carlsbad, United States, Logistics, Nicholas Bulcao, Qualcomm Ventures, 136000000, Y, Y, 450000000
Jobcase, 2015, Cambridge, United States, Big Data, Frederick Goff, Providence Strategic Growth (PSG), 78885000, Y, Y, 450000000
Ceribell, 2014, Mountain View, United States, Biotechnology, Chris Chafe, Horizon Technology Finance, 220517774, Y, Y, 450000000
Kernel, 2016, Los Angeles, United States, Intelligent Systems, Bryan Johnson, General Catalyst, 107000000, Y, Y, 450000000
N3TWORK, 2013, San Francisco, United States, Analytics, Alan Yu, Eniac Ventures, 103000000, Y, Y, 450000000
Celsius Therapeutics, 2018, Cambridge, United States, Biotechnology, Aviv Regev, GV, 148000000, Y, Y, 450000000
Bitglass, 2013, Campbell, United States, Cloud Computing, Anurag Kahol, Norwest Venture Partners, 150050000, Y, Y, 450000000
Avidity Biosciences, 2013, La Jolla, United States, Biotechnology, Frank McCormick, Takeda, 140067850, Y, Y, 450000000
Lyndra Therapeutics, 2015, Watertown, United States, Biotechnology, Amy Schulman, Bill & Melinda Gates Foundation, 163332584, Y, Y, 450000000
Intersection, 2015, New York, United States, Advertising, Campbell Hyers, NewSpring, 150000000, Y, Y, 450000000
Macro, 2015, Los Angeles, United States, Digital Media, Charles King, Emerson Collective, 150000000, Y, Y, 450000000
Palleon Pharmaceuticals, 2016, Waltham, United States, Biotechnology, Carolyn Bertozzi, Vertex Ventures, 147600000, Y, Y, 450000000
StrideBio, 2015, Durham, United States, Biotechnology, Aravind Asokan, UCB, 97200000, Y, Y, 450000000
Point, 2015, Palo Alto, United States, Financial Services, Alex Rampell, Andreessen Horowitz, 169100000, Y, Y, 450000000
Goldfinch Biopharma, 2015, Cambridge, United States, Biotechnology, Peter Mundel, BlackRock, 210000000, Y, Y, 450000000
Hero K12, 2014, Miami Lakes, United States, Analytics, Mark MacDonald, BV Investment Partners, 150000000, Y, Y, 450000000
Flow Cannabis Co., 2014, San Francisco, United States, Agriculture, Adam Steinberg, Poseidon Asset Management, 175500000, Y, Y, 450000000
NewsBreak, 2015, Mountain View, United States, Journalism, Jeff Zheng, Francisco Partners, 151400080, Y, Y, 450000000
Liqid, 2013, Broomfield, United States, Data Center Automation, Bryan Schramm, Lightrock, 189200000, Y, Y, 450000000
Learner-Centered Collaborative, 2013, San Francisco, United States, Education, Bharat Mediratta, Andreessen Horowitz, 176183834, Y, Y, 450000000
Covariant, 2017, Berkeley, United States, Artificial Intelligence, Peter Chen, Temasek Holdings, 147000000, Y, Y, 450000000
Tulip Interfaces, 2014, Somerville, United States, Analytics, Natan Linder, Insight Partners, 152500000, Y, Y, 450000000
Titan, 2018, New York, United States, Banking, Clayton Gardner, Andreessen Horowitz, 73000000, Y, Y, 450000000
Tmunity Therapeutics, 2015, Philadelphia, United States, Biotechnology, Anne Chew, Andreessen Horowitz, 230000000, Y, Y, 445000000
ConcertoCare, 2015, Woburn, United States, Elder Care, Sam Willcoxon, Obvious Ventures, 150249996, Y, Y, 430000000
Oncorus, 2015, Cambridge, United States, Biotechnology, Cyrus Mozayeni, Perceptive Advisors, 218489410, Y, Y, 420000000
AXiomatic, 2015, Los Angeles, United States, eSports, Bruce Karsh, Ares Management, 82500000, Y, Y, 415000000
Health IQ, 2014, Mountain View, United States, Health Care, Alex Marshall, Andreessen Horowitz, 136500000, Y, Y, 400000000
Tia, 2016, New York, United States, Apps, Carolyn Witte, The Helm, 132775000, Y, Y, 400000000
Starship Technologies, 2014, San Francisco, United States, Artificial Intelligence, Ahti Heinla, Mercedes-Benz Group AG, 197715822, Y, Y, 400000000
Verge Genomics, 2015, San Francisco, United States, Biotechnology, Alice Zhang, Alumni Ventures, 134120000, Y, Y, 400000000
fuboTV, 2014, New York, United States, Digital Entertainment, Alberto Horihuela, Northzone, 151325000, Y, Y, 400000000
Orbital Insight, 2013, Palo Alto, United States, Analytics, David J. La Placa, Sequoia Capital, 128700000, Y, Y, 400000000
DroneDeploy, 2013, San Francisco, United States, Drones, Jono Millin, DCVC, 142552368, Y, Y, 400000000
Alfred, 2014, New York, United States, Home Services, Jessica Beck, Alumni Ventures, 144849999, Y, Y, 400000000
Nomad Health, 2015, New York, United States, Health Care, Alexi Nazem, JP Morgan, 218000000, Y, Y, 400000000
Science 37, 2014, Culver City, United States, Biotechnology, Belinda Tan, Novartis, 347500000, Y, Y, 400000000
Bevi, 2013, Boston, United States, Food and Beverage, Eliza Becton, Techstars, 130290000, Y, Y, 400000000
Syndio, 2016, Seattle, United States, Analytics, Zev Eigen, Bessemer Venture Partners, 83425000, Y, Y, 400000000
Data.world, 2015, Austin, United States, Analytics, Brett Hurt, OurCrowd, 132300000, Y, Y, 400000000
Ellevest, 2014, New York, United States, Financial Services, Charlie Kroll, Envestnet, 153411327, Y, Y, 400000000
Carisma Therapeutics, 2016, Philadelphia, United States, Biotechnology, Michael Klichinsky, IP Group, 151851972, Y, Y, 400000000
AutoX, 2016, San Jose, United States, Artificial Intelligence, Jianxiong Xiao, Plug and Play, 160059879, Y, Y, 400000000
Catalant, 2013, Boston, United States, Consulting, Joe Miller, General Catalyst, 145550000, Y, Y, 400000000
Facet Wealth, 2016, Baltimore, United States, Finance, Anders Jones, Warburg Pincus, 158000000, Y, Y, 400000000
Bestow, 2016, Dallas, United States, Developer APIs, Jonathan Abelmann, 8VC, 137500000, Y, Y, 400000000
OJO Labs, 2015, —, —, Information Technology, David Rubin, Realogy Holdings, 134000000, Y, Y, 400000000
Pipefy, 2013, San Francisco, United States, Information Technology, Alessio Alionco, 500 Global, 122737500, Y, Y, 400000000
Insurify, 2013, Cambridge, United States, Artificial Intelligence, Giorgos Zacharia, Motive Partners, 129600000, Y, Y, 400000000
Self Financial, 2015, Austin, United States, Financial Services, Conor Swanson, Techstars, 127035000, Y, Y, 400000000
Workit Health, 2015, Ann Arbor, United States, Health Care, Lisa McLaughlin, National Science Foundation, 138224996, Y, Y, 400000000
Surrozen, 2016, South San Francisco, United States, Biotechnology, Calvin Kuo, Horizons Ventures, 253000000, Y, Y, 400000000
Ouster, 2015, San Francisco, United States, Autonomous Vehicles, Angus Pacala, Silicon Valley Bank, 282000000, Y, Y, 400000000
Xwing, 2016, San Francisco, United States, Aerospace, Marc Piette, GitHub, 54000000, Y, Y, 400000000
MakeSpace, 2013, New York, United States, E-Commerce, Adam LeVasseur, Iron Mountain, 142600000, Y, Y, 400000000
Genome Medical, 2016, South San Francisco, United States, Genetics, Lisa Alderson, Alumni Ventures, 120724999, Y, Y, 400000000
CloudMinds, 2015, Santa Clara, United States, Artificial Intelligence, Bill Huang, Foxconn Technology Group, 468601862, Y, Y, 400000000
BlackThorn Therapeutics, 2015, San Francisco, United States, Artificial Intelligence, Alex Tkachenko, ARCH Venture Partners, 138000000, Y, N, 400000000
Woebot Health, 2017, San Francisco, United States, Artificial Intelligence, Alison Darcy, Temasek Holdings, 123300000, Y, Y, 400000000
Nohla Therapeutics, 2015, Seattle, United States, Biotechnology, Colleen Delaney, Fidelity Management and Research Company, 120500000, Y, N, 400000000
Splice, 2013, New York, United States, Collaboration, Matt Aimonetti, WME, 159749998, Y, Y, 400000000
Parsable, 2013, San Francisco, United States, Collaboration, Chase Feiger, Andreessen Horowitz, 132874243, Y, Y, 400000000
Jane Technologies, 2015, Soquel, United States, E-Commerce, Socrates Rosenfeld, Third Point Ventures, 127000000, Y, Y, 400000000
Virsec, 2013, San Jose, United States, Cloud Infrastructure, Atiq Raza, Amity Ventures, 134607834, Y, Y, 400000000
Promise Homes, 2017, Atlanta, United States, Building Material, John Hope Bryant, —, 130000000, Y, Y, 400000000
Poynt, 2013, Palo Alto, United States, Finance, Osama Bedier, StartX (Stanford-StartX Fund), 133000000, Y, Y, 400000000
RealWear, 2016, Vancouver, United States, Augmented Reality, Andrew Chrostowski, JP Morgan Chase, 126800000, Y, Y, 395000000
DataVisor, 2013, Mountain View, United States, Artificial Intelligence, Fang Yu, GSR Ventures, 54500000, Y, Y, 390000000
Paystand, 2013, Scotts Valley, United States, B2B, Jeremy Almond, EPIC Ventures, 98000000, Y, Y, 375000000
NewStore, 2015, Boston, United States, E-Commerce, Stephan Schambach, General Catalyst, 155399998, Y, Y, 360000000
Vivante Health, 2016, Chicago, United States, Health Care, Kimon Angelides, Human Capital, 40843035, Y, Y, 355000000
HealthJoy, 2014, Chicago, United States, Artificial Intelligence, Doug Morse-Schindler, Relativity, 108500000, Y, Y, 350000000
Fortanix, 2016, Mountain View, United States, Computer, Ambuj Kumar, In-Q-Tel, 135250000, Y, Y, 350000000
Fountain, 2014, San Francisco, United States, SaaS, Jann C de Waal, Y Combinator, 218870000, Y, Y, 350000000
Hedera Hashgraph, 2018, Richardson, United States, Financial Services, Leemon Baird, Digital Currency Group, 125500000, Y, Y, 350000000
Apprentice.io, 2014, Jersey City, United States, Enterprise Software, Alexandra Buttke, Insight Partners, 142000000, Y, Y, 350000000
Hydrow, 2017, Cambridge, United States, Fitness, Bruce Smith, Alumni Ventures, 290799142, Y, Y, 350000000
The Mom Project, 2016, Chicago, United States, Career Planning, Allison Robinson, Silicon Valley Bank, 115600000, Y, Y, 350000000
Stoke Therapeutics, 2014, Bedford, United States, Biotechnology, Edward Kaye, RA Capital Management, 235100000, Y, Y, 350000000
Obsidian Security, 2017, Newport Beach, United States, Computer, Ben Johnson, Norwest Venture Partners, 119500000, Y, Y, 350000000
Flipside Crypto, 2017, Boston, United States, Analytics, Dave Balter, Digital Currency Group, 61500000, Y, Y, 350000000
Split Software, 2015, Redwood City, United States, A/B Testing, Adil Aijaz, Atlassian, 109800000, Y, Y, 350000000
Gladly, 2015, San Francisco, United States, Computer, Dirk Kessler, DCVC, 113000000, Y, Y, 350000000
Platform9, 2013, Mountain View, United States, Cloud Computing, Bich Le, Cota Capital, 100000000, Y, Y, 350000000
Very Good Security, 2015, San Francisco, United States, Compliance, Mahmoud Abdelkader, Andreessen Horowitz, 104930000, Y, Y, 350000000
Syntiant, 2017, Irvine, United States, Artificial Intelligence, Jeremy Holleman, Microsoft, 90000000, Y, Y, 350000000
Mezmo, 2015, San Jose, United States, Cloud Computing, Chris Nguyen, Y Combinator, 108420000, Y, Y, 350000000
Common Living, 2015, New York, United States, Collaboration, Brad Hargreaves, 500 Global, 113350000, Y, Y, 350000000
Nurx, 2015, San Francisco, United States, Health Care, Edvard Engesæth, Alumni Ventures, 115920000, Y, Y, 350000000
Vestwell, 2016, New York, United States, Finance, Aaron Schumm, Goldman Sachs, 112500000, Y, Y, 350000000
Geltor, 2015, San Leandro, United States, Advanced Materials, Alexander Lorestani, IndieBio, 114250000, Y, Y, 350000000
Aquant, 2016, New York, United States, Artificial Intelligence, Assaf Melochna, Insight Partners, 115550000, Y, Y, 350000000
Loft Orbital, 2017, San Francisco, United States, Aerospace, Alex Greenberg, MDI Ventures, 156200000, Y, Y, 350000000
Pager, 2014, New York, United States, Health Care, Gaspard de Dreuzy, Silicon Valley Bank, 138702937, Y, Y, 350000000
Centivo, 2017, New York, United States, Health Care, Alan Cohen, Alumni Ventures, 151400000, Y, Y, 350000000
Ambys Medicines, 2018, South San Francisco, United States, Biotechnology, Holger Willenbring, Takeda, 187000000, Y, Y, 350000000
Pairwise Plants, 2017, Durham, United States, Agriculture, David Liu, Temasek Holdings, 115000000, Y, Y, 350000000
PatientPop, 2014, Santa Monica, United States, Digital Marketing, Luke Kervin, Silicon Valley Bank, 125000000, Y, Y, 350000000
Wunder, 2014, Boulder, United States, Energy, Bryan Birsic, Techstars, 264389099, Y, Y, 350000000
Spruce Holdings, 2016, New York, United States, Consulting, Andrew Weisgall, Collaborative Fund, 110100000, Y, Y, 350000000
eVisit, 2013, Mesa, United States, Health Care, Bret Larsen, Kickstart, 110783376, Y, Y, 350000000
Ripcord, 2014, Hayward, United States, Artificial Intelligence, Alex Fielding, Silicon Valley Bank, 117400000, Y, Y, 350000000
Wahed Invest, 2015, New York, United States, Advice, Junaid Wahedna, BECO Capital, 90000000, Y, Y, 350000000
NS1, 2013, New York, United States, Internet, Alex Vayl, Energy Impact Partners, 118350000, Y, Y, 350000000
Mirum Pharmaceuticals, 2018, San Diego, United States, Biotechnology, Alejandro Dorenbaum, Novo Holdings, 222000000, Y, Y, 350000000
BIOAGE LABS, 2015, Richmond, United States, Biotechnology, Eric Morgen, Andreessen Horowitz, 123900000, Y, Y, 350000000
Kronos Bio, 2017, San Mateo, United States, Biotechnology, Angela Koehler, BlackRock, 278000000, Y, Y, 350000000
Whip Media, 2014, Los Angeles, United States, Content, Antonio Mendes Pinto, WME, 115000000, Y, Y, 350000000
Puls, 2015, San Francisco, United States, Consumer, Eyal Ronen, Temasek Holdings, 108000000, Y, Y, 350000000
Hubble Contacts, 2016, New York, United States, Beauty, Benjamin Cogan, Gaingels, 78700000, Y, Y, 350000000
Embark Trucks, 2016, San Francisco, United States, Automotive, Alex Rodrigues, Sequoia Capital, 317125000, Y, Y, 350000000
ScaleFactor, 2014, Austin, United States, Accounting, Kurt Rathmann, Techstars, 102970000, Y, Y, 350000000
Wildtype, 2016, San Francisco, United States, AgTech, Arye Elfenbein, Temasek Holdings, 123535465, Y, Y, 350000000
Kenzie Academy, 2017, Indianapolis, United States, Consulting, Chok Ooi, 500 Global, 113600000, Y, Y, 350000000
SeLux Diagnostics, 2014, Charlestown, United States, Biotechnology, Aleksandar Vacic, National Institutes of Health, 172499998, Y, Y, 350000000
Domio, 2016, New York, United States, Hospitality, Adrian Lam, SoftBank, 116000000, Y, Y, 350000000
Atom Tickets, 2014, Santa Monica, United States, Android, Ameesh Paleja, The Walt Disney Company, 110000000, Y, Y, 350000000
Inozyme, 2016, Boston, United States, Biotechnology, Axel Bolte, RA Capital Management, 220099989, Y, Y, 350000000
Strata Oncology, 2016, Ann Arbor, United States, Biotechnology, Dan Rhodes, Wellington Management, 128000000, Y, Y, 350000000
Legion Technologies, 2016, Palo Alto, United States, Human Resources, Sanish Mondkar, Norwest Venture Partners, 85500000, Y, Y, 350000000
Castle Creek Biosciences, 2015, Exton, United States, Biopharma, Jeff Aronin, Paragon Biosciences, 309425000, Y, Y, 350000000
Tile, 2012, San Mateo, United States, Apps, Mike Farley, Tencent, 141000000, Y, Y, 350000000
Honeycomb, 2016, San Francisco, United States, Cloud Data Services, Charity Majors, Insight Partners, 85400000, Y, Y, 350000000


Terminus, 2014, Atlanta, United States, Advertising Platforms, David Cummings, HubSpot, 170600000, Y, Y, 350000000
Booksy, 2013, San Francisco, United States, Enterprise Resource Planning (ERP), Konrad Howard, KAYA, 118700000, Y, Y, 350000000
Citizen, 2015, New York, United States, Apps, Andrew Frame, Sequoia Capital, 133000000, Y, Y, 350000000
Housecall Pro, 2013, Denver, United States, Apps, Adam Perry-Pelletier, General Catalyst, 175049995, Y, Y, 350000000
Lob, 2013, San Francisco, United States, Courier Service, Harry Zhang, Y Combinator, 82264512, Y, Y, 350000000
ProducePay, 2014, Los Angeles, United States, Agriculture, Ben Dusastre, 500 Global, 342900000, Y, Y, 350000000
Ascend Wellness, 2018, Boston, United States, Agriculture, Abner Kurtin, Poseidon Asset Management, 509200000, Y, Y, 350000000
PeerStreet, 2013, El Segundo, United States, Crowdfunding, Alex Perelman, Andreessen Horowitz, 121935000, Y, Y, 350000000
Placemakr, 2017, Washington, United States, Hospitality, Bao Vuong, MetaProp, 127100000, Y, Y, 350000000
Digital.ai, 2020, Boston, United States, Artificial Intelligence, —, —, , Y, Y, 350000000
R3, 2014, New York, United States, Blockchain, David Rutter, Citi, 112000000, Y, Y, 330000000
Amberdata, 2017, Palo Alto, United States, Blockchain, Shawn Douglass, Coinbase, 47000000, Y, Y, 330000000
Bevy, 2017, Palo Alto, United States, Communities, Alex Bendig, Accel, 61400000, Y, Y, 325000000
Rancher Labs, 2014, Cupertino, United States, Cloud Computing, Darren Shepherd, Nexus Venture Partners, 95000000, Y, Y, 320000000
Forethought, 2017, San Francisco, United States, Artificial Intelligence, Colm Doyle, Village Global, 92000000, Y, Y, 315000000
Scoop, 2015, San Francisco, United States, Productivity Tools, Jonathan Sadow, Activate Capital Partners, 8000000, Y, Y, 315000000
Tive, 2015, Boston, United States, Enterprise Software, Krenar Komoni, Techstars, 81929989, Y, Y, 310000000
Joy, 2016, San Francisco, United States, Apps, Kaiwalya Kher, Nordstrom, 107107496, Y, Y, 300000000
PlayVS, 2018, Los Angeles, United States, Computer, Delane Parnell, SoftBank, 106211719, Y, Y, 300000000
Juniper Square, 2014, San Francisco, United States, Enterprise Software, Adam Ginsburg, Ribbit Capital, 108000000, Y, Y, 300000000
Iron Ox, 2015, San Carlos, United States, Agriculture, Brandon Alexander, Eniac Ventures, 103206860, Y, Y, 300000000
Rebag, 2014, New York, United States, E-Commerce, Charles-Albert Gorra, General Catalyst, 101300000, Y, Y, 300000000
Swimlane, 2014, Louisville, United States, Computer, Brian Kafenbaum, Energy Impact Partners, 154870000, Y, Y, 300000000
SpinLaunch, 2014, Long Beach, United States, Aerospace, Jonathan Yaney, Alphabet, 146000000, Y, Y, 300000000
Balbix, 2015, San Jose, United States, Artificial Intelligence, Gaurav Banga, Mubadala Capital Ventures, 101600000, Y, Y, 300000000
Veem, 2014, San Francisco, United States, Bitcoin, Aldo Carrascoso, Digital Currency Group, 100250000, Y, Y, 300000000
Clarifai, 2013, Wilmington, United States, Artificial Intelligence, Matthew Zeiler, GV, 100000000, Y, Y, 300000000
Unravel Data, 2013, Palo Alto, United States, Analytics, Kunal Agarwal, Menlo Ventures, 107156000, Y, Y, 300000000
AtScale, 2013, San Mateo, United States, Analytics, David P. Mariani, Wells Fargo & Company, 95000000, Y, Y, 300000000
Osso VR, 2016, San Francisco, United States, Medical, Justin Barad, National Science Foundation, 109222596, Y, Y, 300000000
Songtradr, 2014, Santa Monica, United States, Digital Entertainment, Paul Wiltshire, Regal Funds Management, 101240000, Y, Y, 300000000
PicnicHealth, 2014, San Francisco, United States, Analytics, Noga Leviner, Y Combinator, 97000000, Y, Y, 300000000
LendingHome, 2013, San Francisco, United States, Financial Services, James Herbert, Sberbank, 240900000, Y, Y, 300000000
Zeus Living, 2015, San Francisco, United States, Home Decor, Joe Wong, Airbnb, 151570000, Y, Y, 300000000
HopSkipDrive, 2014, Los Angeles, United States, Child Care, Carolyn Yashari Becher, Alumni Ventures, 123799999, Y, Y, 300000000
Havenly, 2014, Denver, United States, Consumer, Emily Motayed, 500 Global, 85820000, Y, Y, 300000000
Zenlayer, 2014, Diamond Bar, United States, Cloud Computing, Joe Zhu, MDI Ventures, 102000000, Y, Y, 300000000
Synack, 2013, Redwood City, United States, Artificial Intelligence, Jay Kaplan, Techstars, 107450000, Y, Y, 300000000
RightHand Robotics, 2014, Somerville, United States, Artificial Intelligence, Lael Odhner, National Science Foundation, 101291107, Y, Y, 300000000
ujet.cx, 2015, San Francisco, United States, Call Center, Anand Janefalkar, Relay Ventures, 100600000, Y, Y, 300000000
Appcues, 2013, Boston, United States, Analytics, Jackson Noel, NewSpring, 52800000, Y, Y, 300000000
Noodle.ai, 2016, San Francisco, United States, Artificial Intelligence, Martha McGaw, ServiceNow, 97000000, Y, Y, 300000000
Eden Health, 2016, New York, United States, Employee Benefits, Matt McCambridge, Insight Partners, 99000000, Y, Y, 300000000
Defined.ai, 2015, Seattle, United States, Artificial Intelligence, Amy Du, Mastercard, 78599989, Y, Y, 300000000
Petuum, 2016, Pittsburgh, United States, Artificial Intelligence, Eric Xing, Tencent, 108000000, Y, Y, 300000000
Scratchpay, 2016, Pasadena, United States, Financial Services, Caleb Morse, Alumni Ventures, 108822213, Y, Y, 300000000
Robin.io, 2013, San Jose, United States, Data Center, Krishna Yeddanapudi, DN Capital, 84000000, Y, Y, 300000000
Reflektive, 2014, San Francisco, United States, Human Resources, Erick Tai, Andreessen Horowitz, 101600000, Y, Y, 300000000
Kinetica, 2016, San Francisco, United States, Analytics, Amit Vij, GreatPoint Ventures, 77394736, Y, Y, 300000000
Arrakis Therapeutics, 2015, Waltham, United States, Biopharma, Jennifer Petter, WuXi AppTec, 113000000, Y, Y, 300000000
Hound Labs, 2014, Oakland, United States, Alternative Medicine, Jenny Lynn, Icon Ventures, 130107503, Y, Y, 300000000
NuProbe, 2016, Boston, United States, Biotechnology, David Yu Zhang, WuXi AppTec, 103000000, Y, Y, 300000000
Accent Therapeutics, 2017, Lexington, United States, Biotechnology, Robert A. Copeland, GV, 103000000, Y, Y, 300000000
Ancient Nutrition, 2016, Franklin, United States, Dietary Supplements, Jordan Rubin, VMG Partners, 103000000, Y, Y, 300000000
Faraday Pharmaceuticals, 2014, Seattle, United States, Biotechnology, Christopher Toombs, ARCH Venture Partners, 140826124, Y, Y, 300000000
Centrexion, 2013, Boston, United States, Biotechnology, Kerrie Brady, Eli Lilly, 224163886, Y, Y, 300000000
Prisma SD-WAN, 2013, San Jose, United States, Cloud Security, Kumar Ramachandran, Bain Capital Ventures, 99000000, Y, Y, 300000000
Blade Therapeutics, 2013, South San Francisco, United States, Biopharma, Harry Dietz, Bristol Myers Squibb, 51500000, Y, Y, 300000000
